Short Period,Long Period,Exit After,Stop Loss,Take Profit,Starting Value,Ending Value,Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max Drawdown,Total Return,Annualized Return,Cumulative Return,Total Commission Costs,Total Trades,Win Rate,Average Trade Payoff Ratio
15,60,10,0.01,0.05,10000,9771.701185815993,-1.1253847720621448,-0.2004382206773285,-0.0675839905793633,3.377403491780078,-0.023094518676812132,-0.004615562386842621,-0.022829881418400692,87.668224184,26,0.4230769230769231,0.9000728356013463
15,60,10,0.01,0.07,10000,9836.65366989599,-1.1684771275540953,-0.14459252549137397,-0.04869915316612542,3.377403491780078,-0.016469513965788857,-0.0032937033416469952,-0.01633463301040101,87.925764104,26,0.4230769230769231,1.0319596471136305
15,60,10,0.02,0.03,10000,10098.651247377988,-0.6997653833835875,0.07653465238438026,0.039599293628864295,2.3673812923800868,0.009816782072361047,0.0019684125933320073,0.00986512473779876,85.111517622,25,0.56,0.9196093793179873
15,60,10,0.02,0.05,10000,10012.184994491996,-0.8549697601994137,0.0056109513989334656,0.002070886896221136,3.0549962523000613,0.0012177576812470608,0.00024396849607360798,0.0012184994491995895,84.987777508,25,0.44,1.2954159258729192
15,60,10,0.02,0.07,10000,10031.38620065599,-0.921040043897298,0.02262423415904297,0.00815609192999414,3.1282401385000775,0.0031337048795564266,0.0006279344528035326,0.0031386200655990253,85.33663734400001,25,0.44,1.3311688765138954
15,60,10,0.03,0.03,10000,10380.93708509199,-0.3283617421969628,0.2706725065590069,0.17541626619523365,2.1174406031800026,0.03738605861609348,0.00751721262314642,0.03809370850919895,86.17241090799999,25,0.72,0.7068245392816944
15,60,10,0.03,0.05,10000,10243.724710785995,-0.4554348153055385,0.19700206919992533,0.08282660790427458,2.855227770000056,0.024080201767186254,0.004835349770734191,0.024372471078599484,85.22136421399999,25,0.56,1.103865010391978
15,60,10,0.03,0.07,10000,10142.69558494999,-0.6472173065063418,0.1175376424914044,0.04668515985082263,2.928471656200072,0.01416870662073342,0.0028422781121736616,0.014269558494999,85.73056405,25,0.48,1.3270860342635282
15,60,15,0.01,0.03,10000,9888.12251773199,-1.233514420185664,-0.09507945909959024,-0.04429483208910014,2.55640268200008,-0.011250801808143859,-0.0022511999630715884,-0.011187748226800976,88.373584268,26,0.5,0.8137430188864464
15,60,15,0.01,0.05,10000,9771.701185815993,-1.1253847720621448,-0.2004382206773285,-0.0675839905793633,3.377403491780078,-0.023094518676812132,-0.004615562386842621,-0.022829881418400692,87.668224184,26,0.4230769230769231,0.9000728356013463
15,60,15,0.01,0.07,10000,9836.65366989599,-1.1684771275540953,-0.14459252549137397,-0.04869915316612542,3.377403491780078,-0.016469513965788857,-0.0032937033416469952,-0.01633463301040101,87.925764104,26,0.4230769230769231,1.0319596471136305
15,60,15,0.02,0.03,10000,10098.651247377988,-0.6997653833835875,0.07653465238438026,0.039599293628864295,2.3673812923800868,0.009816782072361047,0.0019684125933320073,0.00986512473779876,85.111517622,25,0.56,0.9196093793179873
15,60,15,0.02,0.05,10000,10012.184994491996,-0.8549697601994137,0.0056109513989334656,0.002070886896221136,3.0549962523000613,0.0012177576812470608,0.00024396849607360798,0.0012184994491995895,84.987777508,25,0.44,1.2954159258729192
15,60,15,0.02,0.07,10000,10031.38620065599,-0.921040043897298,0.02262423415904297,0.00815609192999414,3.1282401385000775,0.0031337048795564266,0.0006279344528035326,0.0031386200655990253,85.33663734400001,25,0.44,1.3311688765138954
15,60,15,0.03,0.03,10000,10380.93708509199,-0.3283617421969628,0.2706725065590069,0.17541626619523365,2.1174406031800026,0.03738605861609348,0.00751721262314642,0.03809370850919895,86.17241090799999,25,0.72,0.7068245392816944
15,60,15,0.03,0.05,10000,10226.945045369994,-0.4669947045282846,0.18812483003278924,0.07274822719419671,3.0230244241600666,0.022440815330499197,0.004505417471582544,0.022694504536999376,85.18773762999999,25,0.56,1.073926743347202
15,60,15,0.03,0.07,10000,10133.600515541988,-0.6177768547268766,0.1144219335200656,0.04114144761512065,3.0962683103600828,0.013271593067753919,0.002662075563241745,0.0133600515541988,85.712337458,25,0.48,1.2990850482546952
15,60,20,0.01,0.03,10000,9888.12251773199,-1.233514420185664,-0.09507945909959024,-0.04429483208910014,2.55640268200008,-0.011250801808143859,-0.0022511999630715884,-0.011187748226800976,88.373584268,26,0.5,0.8137430188864464
15,60,20,0.01,0.05,10000,9771.701185815993,-1.1253847720621448,-0.2004382206773285,-0.0675839905793633,3.377403491780078,-0.023094518676812132,-0.004615562386842621,-0.022829881418400692,87.668224184,26,0.4230769230769231,0.9000728356013463
15,60,20,0.01,0.07,10000,9836.65366989599,-1.1684771275540953,-0.14459252549137397,-0.04869915316612542,3.377403491780078,-0.016469513965788857,-0.0032937033416469952,-0.01633463301040101,87.925764104,26,0.4230769230769231,1.0319596471136305
